file,label,group,set
new_dataset_raw\Dry\images (22)_resized_rotated_90_flipped_horizontal.jpg,dry,images (22),test
new_dataset_raw\Dry\images (22)_resized_rotated_90_flipped_vertical.jpg,dry,images (22),test
new_dataset_raw\Dry\images (23)_resized_flipped_horizontal.jpg,dry,images (23),test
new_dataset_raw\Dry\images (23)_resized_flipped_vertical.jpg,dry,images (23),test
new_dataset_raw\Dry\images (23)_resized_resized.jpg,dry,images (23),test
new_dataset_raw\Dry\images (23)_resized_rotated_180_flipped_vertical.jpg,dry,images (23),test
new_dataset_raw\Dry\images (23)_resized_rotated_90_flipped_horizontal.jpg,dry,images (23),test
new_dataset_raw\Dry\images (23)_resized_rotated_90_flipped_vertical.jpg,dry,images (23),test
new_dataset_raw\Dry\images (37)_resized_flipped_horizontal.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_flipped_vertical.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_resized.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_180.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_180_flipped_horizontal.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_180_flipped_vertical.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_90.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_90_flipped_horizontal.jpg,dry,images (37),test
new_dataset_raw\Dry\images (37)_resized_rotated_90_flipped_vertical.jpg,dry,images (37),test
new_dataset_raw\Dry\images (38)_resized_flipped_vertical.jpg,dry,images (38),test
new_dataset_raw\Dry\images (38)_resized_rotated_180.jpg,dry,images (38),test
new_dataset_raw\Dry\images (38)_resized_rotated_180_flipped_horizontal.jpg,dry,images (38),test
new_dataset_raw\Dry\images (38)_resized_rotated_180_flipped_vertical.jpg,dry,images (38),test
new_dataset_raw\Dry\images (38)_resized_rotated_90_flipped_horizontal.jpg,dry,images (38),test
new_dataset_raw\Dry\images (38)_resized_rotated_90_flipped_vertical.jpg,dry,images (38),test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_flipped_vertical.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_resized.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_rotated_180.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_rotated_180_flipped_horizontal.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_rotated_180_flipped_vertical.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_rotated_90_flipped_horizontal.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Dry\Prendre soin d’une peau sèche_resized_rotated_90_flipped_vertical.jpg,dry,Prendre soin d’une peau sèche,test
new_dataset_raw\Normal\image_102.jpg,normal,image_102,test
new_dataset_raw\Normal\image_103.jpg,normal,image_103,test
new_dataset_raw\Normal\image_116.jpg,normal,image_116,test
new_dataset_raw\Normal\image_121.jpg,normal,image_121,test
new_dataset_raw\Normal\image_131.jpg,normal,image_131,test
new_dataset_raw\Normal\image_142.jpg,normal,image_142,test
new_dataset_raw\Normal\image_153.jpg,normal,image_153,test
new_dataset_raw\Normal\image_156.jpg,normal,image_156,test
new_dataset_raw\Normal\image_158.jpg,normal,image_158,test
new_dataset_raw\Normal\image_159.jpg,normal,image_159,test
new_dataset_raw\Normal\image_160.jpg,normal,image_160,test
new_dataset_raw\Normal\image_166.jpg,normal,image_166,test
new_dataset_raw\Normal\image_167.jpg,normal,image_167,test
new_dataset_raw\Normal\image_169.jpg,normal,image_169,test
new_dataset_raw\Normal\image_17.jpg,normal,image_17,test
new_dataset_raw\Normal\image_170.jpg,normal,image_170,test
new_dataset_raw\Normal\image_171.jpg,normal,image_171,test
new_dataset_raw\Normal\image_181.jpg,normal,image_181,test
new_dataset_raw\Normal\image_199.jpg,normal,image_199,test
new_dataset_raw\Normal\image_205.jpg,normal,image_205,test
new_dataset_raw\Normal\image_216.jpg,normal,image_216,test
new_dataset_raw\Normal\image_22.jpg,normal,image_22,test
new_dataset_raw\Normal\image_231.jpg,normal,image_231,test
new_dataset_raw\Normal\image_236.jpg,normal,image_236,test
new_dataset_raw\Normal\image_261.jpg,normal,image_261,test
new_dataset_raw\Normal\image_285.jpg,normal,image_285,test
new_dataset_raw\Normal\image_289.jpg,normal,image_289,test
new_dataset_raw\Normal\image_298.jpg,normal,image_298,test
new_dataset_raw\Normal\image_321.jpg,normal,image_321,test
new_dataset_raw\Normal\image_33.jpg,normal,image_33,test
new_dataset_raw\Normal\image_330.jpg,normal,image_330,test
new_dataset_raw\Normal\image_332.jpg,normal,image_332,test
new_dataset_raw\Normal\image_333.jpg,normal,image_333,test
new_dataset_raw\Normal\image_358.jpg,normal,image_358,test
new_dataset_raw\Normal\image_377.jpg,normal,image_377,test
new_dataset_raw\Normal\image_390.jpg,normal,image_390,test
new_dataset_raw\Normal\image_393.jpg,normal,image_393,test
new_dataset_raw\Normal\image_409.jpg,normal,image_409,test
new_dataset_raw\Normal\image_412.jpg,normal,image_412,test
new_dataset_raw\Normal\image_424.jpg,normal,image_424,test
new_dataset_raw\Normal\image_425.jpg,normal,image_425,test
new_dataset_raw\Normal\image_440.jpg,normal,image_440,test
new_dataset_raw\Normal\image_455.jpg,normal,image_455,test
new_dataset_raw\Normal\image_461.jpg,normal,image_461,test
new_dataset_raw\Normal\image_468.jpg,normal,image_468,test
new_dataset_raw\Normal\image_475.jpg,normal,image_475,test
new_dataset_raw\Normal\image_476.jpg,normal,image_476,test
new_dataset_raw\Normal\image_48.jpg,normal,image_48,test
new_dataset_raw\Normal\image_487.jpg,normal,image_487,test
new_dataset_raw\Normal\image_490.jpg,normal,image_490,test
new_dataset_raw\Normal\image_53.jpg,normal,image_53,test
new_dataset_raw\Normal\image_70.jpg,normal,image_70,test
new_dataset_raw\Normal\image_77.jpg,normal,image_77,test
new_dataset_raw\Normal\image_78.jpg,normal,image_78,test
new_dataset_raw\Normal\image_80.jpg,normal,image_80,test
new_dataset_raw\Normal\image_90.jpg,normal,image_90,test
new_dataset_raw\Normal\image_96.jpg,normal,image_96,test
new_dataset_raw\Oily\c16_resized_flipped_horizontal.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_flipped_vertical.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_resized.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_rotated_180.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_rotated_180_flipped_horizontal.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_rotated_180_flipped_vertical.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_rotated_90_flipped_horizontal.jpg,oily,c16,test
new_dataset_raw\Oily\c16_resized_rotated_90_flipped_vertical.jpg,oily,c16,test
new_dataset_raw\Oily\download (1)_resized_flipped_vertical.jpg,oily,download (1),test
new_dataset_raw\Oily\download (1)_resized_resized.jpg,oily,download (1),test
new_dataset_raw\Oily\download (1)_resized_rotated_180_flipped_horizontal.jpg,oily,download (1),test
new_dataset_raw\Oily\download (1)_resized_rotated_180_flipped_vertical.jpg,oily,download (1),test
new_dataset_raw\Oily\download (1)_resized_rotated_90.jpg,oily,download (1),test
new_dataset_raw\Oily\download (1)_resized_rotated_90_flipped_horizontal.jpg,oily,download (1),test
new_dataset_raw\Oily\oily(56)_resized_flipped_horizontal.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_flipped_vertical.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_resized.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_rotated_180.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_rotated_90.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(56)_resized_rotated_90_flipped_vertical.jpg,oily,oily(56),test
new_dataset_raw\Oily\oily(59)_resized_flipped_vertical.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_resized.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_180.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_180_flipped_vertical.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_90.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(59)_resized_rotated_90_flipped_vertical.jpg,oily,oily(59),test
new_dataset_raw\Oily\oily(64)_resized_flipped_horizontal.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(64)_resized_flipped_vertical.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(64)_resized_rotated_180.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(64)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(64)_resized_rotated_180_flipped_vertical.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(64)_resized_rotated_90_flipped_vertical.jpg,oily,oily(64),test
new_dataset_raw\Oily\oily(84)_resized_flipped_vertical.jpg,oily,oily(84),test
new_dataset_raw\Oily\oily(84)_resized_resized.jpg,oily,oily(84),test
new_dataset_raw\Oily\oily(84)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(84),test
new_dataset_raw\Oily\oily(84)_resized_rotated_180_flipped_vertical.jpg,oily,oily(84),test
new_dataset_raw\Oily\oily(84)_resized_rotated_90.jpg,oily,oily(84),test
new_dataset_raw\Oily\oily(84)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(84),test
new_dataset_raw\Sensitive\image_22_resized_flipped_vertical.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_22_resized_resized.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_22_resized_rotated_180.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_22_resized_rotated_90.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_22_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_22_resized_rotated_90_flipped_vertical.jpg,sensitive,image_22,test
new_dataset_raw\Sensitive\image_236_resized_flipped_horizontal.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_236_resized_rotated_180.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_236_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_236_resized_rotated_180_flipped_vertical.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_236_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_236_resized_rotated_90_flipped_vertical.jpg,sensitive,image_236,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_flipped_horizontal.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_flipped_vertical.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_resized.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_rotated_90.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_314 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_314,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_flipped_horizontal.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_flipped_vertical.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_resized.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_rotated_90.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_425 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_425,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_flipped_horizontal.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_flipped_vertical.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_resized.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_180.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_90.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_440,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_resized.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_180.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_90.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_521,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_flipped_horizontal.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_flipped_vertical.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_resized.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_rotated_180.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_flipped_vertical.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_resized.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_rotated_180.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_rotated_90.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_608_resized_rotated_90_flipped_vertical.jpg,sensitive,image_608,test
new_dataset_raw\Sensitive\image_698_resized_flipped_horizontal.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_flipped_vertical.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_resized.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_rotated_180.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_rotated_180_flipped_vertical.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_698,test
new_dataset_raw\Sensitive\image_698_resized_rotated_90_flipped_vertical.jpg,sensitive,image_698,test
new_dataset_raw\Combination\image_285_resized_flipped_vertical.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_resized.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_180.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_180_flipped_horizontal.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_180_flipped_vertical.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_90.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_90_flipped_horizontal.jpg,combination,image_285,test
new_dataset_raw\Combination\image_285_resized_rotated_90_flipped_vertical.jpg,combination,image_285,test
new_dataset_raw\Combination\image_552 - Copy_resized_flipped_horizontal.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_flipped_vertical.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_resized.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_rotated_90.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_552,test
new_dataset_raw\Combination\image_552 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_552,test
new_dataset_raw\Combination\image_686_resized_flipped_horizontal.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_flipped_vertical.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_resized.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_rotated_180.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_rotated_180_flipped_horizontal.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_rotated_90.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_rotated_90_flipped_horizontal.jpg,combination,image_686,test
new_dataset_raw\Combination\image_686_resized_rotated_90_flipped_vertical.jpg,combination,image_686,test
new_dataset_raw\Combination\image_757_resized_flipped_horizontal.jpg,combination,image_757,test
new_dataset_raw\Combination\image_757_resized_rotated_180_flipped_horizontal.jpg,combination,image_757,test
new_dataset_raw\Combination\image_757_resized_rotated_180_flipped_vertical.jpg,combination,image_757,test
new_dataset_raw\Combination\image_757_resized_rotated_90.jpg,combination,image_757,test
new_dataset_raw\Combination\image_757_resized_rotated_90_flipped_horizontal.jpg,combination,image_757,test
new_dataset_raw\Combination\image_757_resized_rotated_90_flipped_vertical.jpg,combination,image_757,test
